rsID,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,Gene,traitName,efoTraits,bgTraits,accessionId,locations,pubmedId,author,Chromosome,Position
rs35675666-G,5e-09,-,0.83,1.08,,[1.02-1.15],PARK7,Ulcerative colitis,ulcerative colitis,-,GCST000964,1:7961913,21297633,Anderson CA,1,7961913.0
rs16967103-?,5e-09,(subset analysis),NR,-,,-,LINC02694,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,15:38606989,26974007,Ellinghaus D,15,38606989.0
rs714830-?,5e-09,(subset analysis),NR,-,,-,CDKAL1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,6:20624151,26974007,Ellinghaus D,6,20624151.0
rs4243971-?,5e-09,(subset analysis),NR,-,,-,"POFUT1,KIF3B","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,20:32261714,26974007,Ellinghaus D,20,32261714.0
rs17119-?,6e-09,-,NR,-,0.0951,[0.063-0.127],"RNU6-793P,RPL6P17",Ulcerative colitis,ulcerative colitis,-,GCST90446794,6:14719265,37156999,Liu Z,6,14719265.0
rs77535993-?,6e-09,-,NR,-,0.1041,[0.069-0.139],"UBE2V2,IDI1P2",Ulcerative colitis,ulcerative colitis,-,GCST90446794,8:48207903,37156999,Liu Z,8,48207903.0
rs2034400-?,6e-09,-,NR,-,0.0749,[0.05-0.1],"LINC02889,SNX13",Ulcerative colitis,ulcerative colitis,-,GCST90446794,7:17559004,37156999,Liu Z,7,17559004.0
rs1811711-C,6e-09,-,0.826,1.14,,[1.10–1.18],CCL20,Ulcerative colitis,ulcerative colitis,-,GCST004133,2:227805760,28067908,de Lange KM,2,227805760.0
rs140135-?,6e-09,(subset analysis),NR,-,,-,UQCR10,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,22:29767846,26974007,Ellinghaus D,22,29767846.0
rs1893592-?,6e-09,(subset analysis),NR,-,,-,UBASH3A,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,21:42434957,26974007,Ellinghaus D,21,42434957.0
rs3776414-?,6e-09,(subset analysis),NR,-,,-,DAP,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,5:10689450,26974007,Ellinghaus D,5,10689450.0
rs7936434-C,6e-09,-,NR,-,0.1157,[0.077-0.155],"LINC02757,EMSY",Ulcerative colitis,ulcerative colitis,-,GCST90018933,11:76582761,34594039,Sakaue S,11,76582761.0
rs11190133-?,6e-09,(subset analysis),NR,-,,-,"GOT1-DT,LINC01475","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,10:99518968,26974007,Ellinghaus D,10,99518968.0
rs2812378-?,6e-09,(subset analysis),NR,-,,-,"SPATA31F1,CCL21","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,9:34710263,26974007,Ellinghaus D,9,34710263.0
rs11168249-?,6e-09,(subset analysis),NR,-,,-,HDAC7,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,12:47814585,26974007,Ellinghaus D,12,47814585.0
rs1077773-A,6e-09,(EA),0.52,1.0747931,,-,LINC02888,Ulcerative colitis,ulcerative colitis,-,GCST003045,7:17403055,26192919,Liu JZ,7,17403055.0
rs528766038-T,6e-09,-,NR,-,0.3462,[0.23-0.46],SLIT1,Ulcerative colitis,ulcerative colitis,-,GCST90018933,10:97048848,34594039,Sakaue S,10,97048848.0
rs35074907-?,6e-09,(subset analysis),NR,-,,-,KEAP1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,19:10489742,26974007,Ellinghaus D,19,10489742.0
rs9858542-?,7e-09,-,NR,-,,-,BSN,Ulcerative colitis,ulcerative colitis,-,GCST000527,3:49664550,19915572,Barrett JC,3,49664550.0
rs4654903-?,7e-09,-,0.75,1.56,,[1.35-1.82],"OTUD3,RNF186-AS1",Ulcerative colitis,ulcerative colitis,-,GCST001938,1:19874497,23511034,Yang SK,1,19874497.0
rs2239805-C,7e-09,-,NR,0.895,,[0.862-0.929],HLA-DRA,Ulcerative colitis,ulcerative colitis,-,GCST90301323,6:32443599,37262302,Khrom M,6,32443599.0
rs3806308-?,7e-09,-,0.63,1.28,,-,RNF186-AS1,Ulcerative colitis,ulcerative colitis,-,GCST000311,1:19816373,19122664,Silverberg MS,1,19816373.0
rs7552319-?,7e-09,-,NR,-,0.0724,[0.048-0.097],"CHORDC1P5,CASP3P1",Ulcerative colitis,ulcerative colitis,-,GCST90446794,1:70567336,37156999,Liu Z,1,70567336.0
rs13003464-G,7e-09,-,NR,1.18,,[NR],PUS10,Ulcerative colitis,ulcerative colitis,-,GCST000624,2:60959694,20228799,McGovern DP,2,60959694.0
rs860262-?,7e-09,(subset analysis),NR,-,,-,JAZF1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,7:28154778,26974007,Ellinghaus D,7,28154778.0
rs113986290-C,8e-09,-,0.989,1.36,,[1.25–1.46],LNC-LBCS,Ulcerative colitis,ulcerative colitis,-,GCST004133,6:19780778,28067908,de Lange KM,6,19780778.0
rs6781808-?,8e-09,(subset analysis),NR,-,,-,"NPM1P17,MTCH2P1","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,3:137722530,26974007,Ellinghaus D,3,137722530.0
rs3124998-?,9e-09,(subset analysis),NR,-,,-,NOTCH1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,9:136494980,26974007,Ellinghaus D,9,136494980.0
rs2858829-?,9e-09,-,NR,-,0.0662,[0.044-0.089],"CBX3P9,DSE",Ulcerative colitis,ulcerative colitis,-,GCST90446794,6:116447754,37156999,Liu Z,6,116447754.0
rs2236379-?,9e-09,(subset analysis),NR,-,,-,PRKCQ,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,10:6485181,26974007,Ellinghaus D,10,6485181.0
rs55982276-?,9e-09,-,NR,-,0.1443,[0.095-0.193],PHYKPL,Ulcerative colitis,ulcerative colitis,-,GCST90446794,5:178217127,37156999,Liu Z,5,178217127.0
rs1525735-?,9e-09,(subset analysis),NR,-,,-,AHR,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,7:17157947,26974007,Ellinghaus D,7,17157947.0
rs181635615-?,9e-09,-,NR,-,0.3063,[0.2-0.41],LNC-LBCS,Ulcerative colitis,ulcerative colitis,-,GCST90446794,6:19787512,37156999,Liu Z,6,19787512.0
rs7898978-?,1e-08,-,NR,-,0.0705,[0.046-0.095],"CCND3P1,MAP3K8",Ulcerative colitis,ulcerative colitis,-,GCST90446794,10:30410871,37156999,Liu Z,10,30410871.0
rs6911490-T,1e-08,-,0.21,1.08,,[1.03-1.13],"ATG5,PRDM1",Ulcerative colitis,ulcerative colitis,-,GCST000964,6:106074152,21297633,Anderson CA,6,106074152.0
rs4986790-?,1e-08,(subset analysis),NR,-,,-,TLR4,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,9:117713024,26974007,Ellinghaus D,9,117713024.0
rs11190140-T,1e-08,-,NR,1.23,,[NR],LINC01475,Ulcerative colitis,ulcerative colitis,-,GCST000624,10:99531836,20228799,McGovern DP,10,99531836.0
rs10889677-A,1e-08,-,0.3,1.29,,-,IL23R,Ulcerative colitis,ulcerative colitis,-,GCST000311,1:67259437,19122664,Silverberg MS,1,67259437.0
rs9847710-C,1e-08,-,0.416,1.064,,[1.027-1.102],SFMBT1,Ulcerative colitis,ulcerative colitis,-,GCST001728,3:53028645,23128233,Jostins L,3,53028645.0
rs483905-A,1e-08,-,0.292,1.056,,[1.017-1.096],MAML2,Ulcerative colitis,ulcerative colitis,-,GCST001728,11:96290263,23128233,Jostins L,11,96290263.0
rs2836878-G,1e-08,-,NR,1.27,,[NR],"LINC02940,RPL23AP12",Ulcerative colitis,ulcerative colitis,-,GCST000624,21:39093608,20228799,McGovern DP,21,39093608.0
rs2124440-?,1e-08,-,NR,-,0.0688,[0.045-0.093],ITGA4,Ulcerative colitis,ulcerative colitis,-,GCST90446794,2:181463487,37156999,Liu Z,2,181463487.0
rs72837826-?,1e-08,-,NR,-,0.1188,[0.078-0.16],MIR4435-2HG,Ulcerative colitis,ulcerative colitis,-,GCST90446794,2:111175424,37156999,Liu Z,2,111175424.0
rs11209026-?,1e-08,-,0.93,1.79,,-,IL23R,Ulcerative colitis,ulcerative colitis,-,GCST000311,1:67240275,19122664,Silverberg MS,1,67240275.0
rs4065985-C,1e-08,-,NR,-,0.1092,[0.071-0.147],"LRRC3C,GSDMA",Ulcerative colitis,ulcerative colitis,-,GCST90018933,17:39945679,34594039,Sakaue S,17,39945679.0
rs72871627-?,1e-08,(subset analysis),NR,-,,-,IFIH1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,2:162280432,26974007,Ellinghaus D,2,162280432.0
rs2918392-C,1e-08,-,NR,-,0.1169,[0.077-0.157],DAP,Ulcerative colitis,ulcerative colitis,-,GCST90018933,5:10704685,34594039,Sakaue S,5,10704685.0
rs138317798-?,1e-08,-,NR,-,0.1353,[0.088-0.182],"DUSP7,RPL29",Ulcerative colitis,ulcerative colitis,-,GCST90446794,3:52013159,37156999,Liu Z,3,52013159.0
rs7552167-?,1e-08,(subset analysis),NR,-,,-,"IFNLR1,GRHL3","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,1:24192153,26974007,Ellinghaus D,1,24192153.0
rs76418789-G,1e-08,-,0.93,1.75,,-,"IL23R,C1orf141",Ulcerative colitis,ulcerative colitis,-,GCST008483,1:67182913,26398853,Ye BD,1,67182913.0
rs17694108-?,1e-08,-,NR,-,,-,"CEBPA,SLC7A10",Ulcerative colitis,ulcerative colitis,-,GCST004133,19:33240645,28067908,de Lange KM,19,33240645.0
rs907611-A,1e-08,(EA),0.3211,1.0787733,,[1.05-1.1],LSP1,Ulcerative colitis,ulcerative colitis,-,GCST003045,11:1852842,26192919,Liu JZ,11,1852842.0
rs6062504-G,1e-08,(EA),0.69,1.0814869,,-,ZGPAT,Ulcerative colitis,ulcerative colitis,-,GCST003045,20:63717555,26192919,Liu JZ,20,63717555.0
rs1535903-?,1e-08,-,NR,-,0.0773,[0.051-0.104],"FAM216B,LINC01050",Ulcerative colitis,ulcerative colitis,-,GCST90446794,13:42797254,37156999,Liu Z,13,42797254.0
rs11229555-C,1e-08,(EA),0.75,1.0858196,,-,GLYAT,Ulcerative colitis,ulcerative colitis,-,GCST003045,11:58641214,26192919,Liu JZ,11,58641214.0
rs12718244-A,1e-08,(EA),0.4081,1.0744148,,[1.05-1.1],SPMIP7,Ulcerative colitis,ulcerative colitis,-,GCST003045,7:50136058,26192919,Liu JZ,7,50136058.0
rs913678-A,1e-08,(EA),0.67,1.0787014,,-,"RN7SL636P,LINC01271",Ulcerative colitis,ulcerative colitis,-,GCST003045,20:50338887,26192919,Liu JZ,20,50338887.0
rs2844782-A,1e-08,-,NR,1.128,,[1.082-1.176],"TRIM26,TRIM15",Ulcerative colitis,ulcerative colitis,-,GCST90301322,6:30182266,37262302,Khrom M,6,30182266.0
rs12932970-?,1e-08,(subset analysis),NR,-,,-,"LINC02132,LINC01082","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,16:85970504,26974007,Ellinghaus D,16,85970504.0
rs3024505-T,1e-08,-,NR,1.28,,[NR],"IL10,Y_RNA",Ulcerative colitis,ulcerative colitis,-,GCST000624,1:206766559,20228799,McGovern DP,1,206766559.0
rs9297145-?,1e-08,(subset analysis),NR,-,,-,"KPNA7,SMURF1","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,7:99161494,26974007,Ellinghaus D,7,99161494.0
rs72812861-?,1e-08,(subset analysis),NR,-,,-,CPEB4,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,5:173960506,26974007,Ellinghaus D,5,173960506.0
rs4081846-?,2e-08,-,NR,-,0.1108,[0.072-0.15],CEP72-DT,Ulcerative colitis,ulcerative colitis,-,GCST90446794,5:573904,37156999,Liu Z,5,573904.0
rs2269426-A,2e-08,-,NR,0.922,,[0.896-0.948],TNXB,Ulcerative colitis,ulcerative colitis,-,GCST90301323,6:32108722,37262302,Khrom M,6,32108722.0
rs10493860-?,2e-08,-,NR,0.85770077,,-,TGFBR3,Ulcerative colitis,ulcerative colitis,-,GCST90446795,1:91747146,37156999,Liu Z,1,91747146.0
rs6088765-G,2e-08,-,0.437,1.079,,[1.041-1.117],"PROCR,MMP24OS",Ulcerative colitis,ulcerative colitis,-,GCST001728,20:35211477,23128233,Jostins L,20,35211477.0
rs62037369-A,2e-08,-,NR,1.12,,[1.077-1.165],SH2B1,Ulcerative colitis,ulcerative colitis,-,GCST90301322,16:28872520,37262302,Khrom M,16,28872520.0
rs2721933-?,2e-08,-,NR,-,0.0702,[0.046-0.095],TRPS1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,8:115614948,37156999,Liu Z,8,115614948.0
rs11066188-?,2e-08,-,NR,-,0.0758,[0.049-0.102],HECTD4,Ulcerative colitis,ulcerative colitis,-,GCST90446794,12:112172910,37156999,Liu Z,12,112172910.0
rs4722672-C,2e-08,-,0.183,1.091,,[1.043-1.14],"HOXA11-AS,HOXA13",Ulcerative colitis,ulcerative colitis,-,GCST001728,7:27192143,23128233,Jostins L,7,27192143.0
rs11739663-T,2e-08,-,0.76,1.071,,[1.027-1.117],CEP72-DT,Ulcerative colitis,ulcerative colitis,-,GCST001728,5:593968,23128233,Jostins L,5,593968.0
rs113369211-?,2e-08,-,NR,-,0.2028,[0.13-0.27],BTRC,Ulcerative colitis,ulcerative colitis,-,GCST90446794,10:101436626,37156999,Liu Z,10,101436626.0
rs3853824-?,2e-08,(subset analysis),NR,-,,-,C17orf67,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,17:56803632,26974007,Ellinghaus D,17,56803632.0
rs116885423-?,2e-08,-,NR,-,0.4505,[0.29-0.61],"PVALEF,CEP131",Ulcerative colitis,ulcerative colitis,-,GCST90446794,17:81183249,37156999,Liu Z,17,81183249.0
rs12369214-?,2e-08,(subset analysis),NR,-,,-,RIC8B,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,12:106804833,26974007,Ellinghaus D,12,106804833.0
rs4728142-A,2e-08,-,0.44,1.07,,[1.03-1.11],"KCP,IRF5",Ulcerative colitis,ulcerative colitis,-,GCST000964,7:128933913,21297633,Anderson CA,7,128933913.0
rs10896794-?,2e-08,-,NR,-,0.0896,[0.058-0.121],LPXN,Ulcerative colitis,ulcerative colitis,-,GCST90446794,11:58571651,37156999,Liu Z,11,58571651.0
rs28374715-A,2e-08,-,0.738,1.082,,[1.04-1.126],CHP1,Ulcerative colitis,ulcerative colitis,-,GCST001728,15:41271752,23128233,Jostins L,15,41271752.0
rs10743181-?,2e-08,(subset analysis),NR,-,,-,"ASCL2,MIR4686","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,11:2208529,26974007,Ellinghaus D,11,2208529.0
rs201121732-?,2e-08,-,NR,1.6293807,,-,"IL4R,IL21R",Ulcerative colitis,ulcerative colitis,-,GCST90446795,16:27384342,37156999,Liu Z,16,27384342.0
rs17293632-?,2e-08,-,NR,-,,-,SMAD3,Ulcerative colitis,ulcerative colitis,-,GCST004133,15:67150258,28067908,de Lange KM,15,67150258.0
rs11240504-?,2e-08,-,NR,-,0.0739,[0.048-0.1],CDK18,Ulcerative colitis,ulcerative colitis,-,GCST90446794,1:205516162,37156999,Liu Z,1,205516162.0
rs71624119-?,2e-08,(subset analysis),NR,-,,-,ANKRD55,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,5:56144903,26974007,Ellinghaus D,5,56144903.0
rs2382817-A,2e-08,(EA),0.3988,1.0740336,,[1.05-1.1],"PNKD,TMBIM1",Ulcerative colitis,ulcerative colitis,-,GCST003045,2:218286495,26192919,Liu JZ,2,218286495.0
rs11098964-?,2e-08,(subset analysis),NR,-,,-,ANTXR2,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,4:79966815,26974007,Ellinghaus D,4,79966815.0
rs9480634-?,2e-08,-,NR,-,0.0679,[0.044-0.092],PRDM1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,6:106020611,37156999,Liu Z,6,106020611.0
rs11582528-?,2e-08,-,NR,-,0.0859,[0.056-0.116],"PSEN2,RPS27P5",Ulcerative colitis,ulcerative colitis,-,GCST90446794,1:226819948,37156999,Liu Z,1,226819948.0
rs7911117-T,2e-08,-,0.871,1.14,,[1.10–1.19],"ABI1,FAM238C",Ulcerative colitis,ulcerative colitis,-,GCST004133,10:26890667,28067908,de Lange KM,10,26890667.0
rs1001007-?,2e-08,(subset analysis),NR,-,,-,CCR5AS,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,3:46387167,26974007,Ellinghaus D,3,46387167.0
rs17656349-T,2e-08,-,0.466,1.09,,[1.06–1.13],CAMK2A,Ulcerative colitis,ulcerative colitis,-,GCST004133,5:150226431,28067908,de Lange KM,5,150226431.0
rs11230563-G,2e-08,(EA),0.65,1.077956,,-,CD6,Ulcerative colitis,ulcerative colitis,-,GCST003045,11:61008737,26192919,Liu JZ,11,61008737.0
rs66504140-?,2e-08,(subset analysis),NR,-,,-,CD226,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,18:69894282,26974007,Ellinghaus D,18,69894282.0
rs2188962-?,2e-08,-,NR,-,0.0744,[0.049-0.1],CARINH,Ulcerative colitis,ulcerative colitis,-,GCST90446794,5:132435113,37156999,Liu Z,5,132435113.0
rs7404095-G,2e-08,(EA),0.58,1.0744067,,-,PRKCB,Ulcerative colitis,ulcerative colitis,-,GCST003045,16:23853269,26192919,Liu JZ,16,23853269.0
rs11010067-G,2e-08,(EA),0.3513,1.075212,,[1.05-1.1],"CUL2,LINC02635",Ulcerative colitis,ulcerative colitis,-,GCST003045,10:35006503,26192919,Liu JZ,10,35006503.0
rs1049526-?,2e-08,-,NR,2.3810558,,[1.74-3.26],BRD2,Ulcerative colitis,ulcerative colitis,-,GCST003960,6:32981027,28008999,Ostrowski J,6,32981027.0
rs12149608-?,2e-08,(EA),NR,-,,-,ZFP90,Ulcerative colitis,ulcerative colitis,-,GCST003045,16:68552601,26192919,Liu JZ,16,68552601.0
rs10910476-?,3e-08,-,NR,-,0.0674,[0.043-0.091],"IRF2BP2,U8",Ulcerative colitis,ulcerative colitis,-,GCST90446794,1:234599210,37156999,Liu Z,1,234599210.0
rs11739663-T,3e-08,-,0.77,1.15,,[1.09-1.21],CEP72-DT,Ulcerative colitis,ulcerative colitis,-,GCST000964,5:593968,21297633,Anderson CA,5,593968.0
rs2227551-?,3e-08,(subset analysis),NR,-,,-,"C10orf55,PLAU","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,10:73909432,26974007,Ellinghaus D,10,73909432.0
